fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
1,4,6,Germany;Dresden,2.1.2014,145,0.954,0.55
35392,5,4,Germany;Frankfurt,14.11.2016,74,0.975,0.15
35393,7,4,Germany;Frankfurt,14.11.2016,71,0.975,0.15
35394,3,1,Czech republic;Prague,14.11.2016,66,0.975,0.15
35395,2,3,Czech republic;Brno,14.11.2016,66,0.975,0.15
35396,2,1,Czech republic;Prague,14.11.2016,64,0.975,0.15
35397,5,1,Czech republic;Prague,14.11.2016,57,0.975,0.15
35398,8,5,Germany;Berlin,14.11.2016,53,0.975,0.15
35399,10,7,Germany;Frankfurt,14.11.2016,48,0.975,0.15
35400,2,4,Germany;Frankfurt,14.11.2016,42,0.975,0.15
35401,10,4,Germany;Frankfurt,14.11.2016,40,0.975,0.15
35402,9,5,Germany;Berlin,14.11.2016,39,0.975,0.15
35403,3,5,Germany;Berlin,14.11.2016,37,0.975,0.15
35404,5,4,Germany;Frankfurt,14.11.2016,36,0.975,0.15
35405,3,5,Germany;Berlin,14.11.2016,29,0.975,0.15
35406,8,7,Germany;Frankfurt,14.11.2016,26,0.975,0.15
35407,6,7,Germany;Frankfurt,14.11.2016,26,0.975,0.15
35408,8,6,Germany;Dresden,14.11.2016,22,0.975,0.01
35409,6,5,Germany;Berlin,14.11.2016,7,0.975,0
35410,8,7,Germany;Frankfurt,14.11.2016,5,0.975,0
35411,5,3,Czech republic;Brno,14.11.2016,4,0.975,0
35412,1,5,Germany;Berlin,15.11.2016,150,0.981,0.55
35413,4,5,Germany;Berlin,15.11.2016,150,0.981,0.55
35414,11,3,Czech republic;Ostrava,15.11.2016,146,0.981,0.55
35415,10,4,Germany;Frankfurt,15.11.2016,146,0.981,0.55
35416,2,2,Denmark;Copenhagen,15.11.2016,140,0.981,0.55
35417,3,5,Germany;Berlin,15.11.2016,130,0.981,0.55
35418,6,5,Germany;Berlin,15.11.2016,126,0.981,0.55
35419,9,3,Czech republic;Ostrava,15.11.2016,124,0.981,0.55
35420,3,2,Denmark;Copenhagen,15.11.2016,124,0.981,0.55
35421,4,4,Germany;Frankfurt,15.11.2016,122,0.981,0.55
35422,6,7,Germany;Frankfurt,15.11.2016,122,0.981,0.55
35423,2,6,Germany;Dresden,15.11.2016,117,0.981,0.55
35424,2,5,Germany;Berlin,15.11.2016,115,0.981,0.55
35425,1,7,Germany;Frankfurt,15.11.2016,115,0.981,0.55
35426,8,6,Germany;Dresden,15.11.2016,101,0.981,0.55
35427,9,3,Czech republic;Ostrava,15.11.2016,100,0.981,0.55
35428,8,2,Denmark;Copenhagen,15.11.2016,100,0.981,0.55
35429,1,5,Germany;Berlin,15.11.2016,98,0.981,0.4
35430,6,1,Czech republic;Prague,15.11.2016,98,0.981,0.4
35431,9,3,Czech republic;Ostrava,15.11.2016,95,0.981,0.4
35432,7,3,Czech republic;Ostrava,15.11.2016,92,0.981,0.4
35433,6,7,Germany;Frankfurt,15.11.2016,91,0.981,0.4
35434,10,6,Germany;Dresden,15.11.2016,90,0.981,0.4
35435,1,4,Germany;Frankfurt,15.11.2016,88,0.981,0.4
35436,1,5,Germany;Berlin,15.11.2016,70,0.981,0.15
35437,11,3,Czech republic;Ostrava,15.11.2016,70,0.981,0.15
35438,9,7,Germany;Frankfurt,15.11.2016,69,0.981,0.15
35439,7,5,Germany;Berlin,15.11.2016,68,0.981,0.15
35440,6,5,Germany;Berlin,15.11.2016,63,0.981,0.15
35441,5,5,Germany;Berlin,15.11.2016,61,0.981,0.15
35442,2,7,Germany;Frankfurt,15.11.2016,59,0.981,0.15
35443,9,7,Germany;Frankfurt,15.11.2016,57,0.981,0.15
35444,11,7,Germany;Frankfurt,15.11.2016,56,0.981,0.15
35445,8,3,Czech republic;Ostrava,15.11.2016,42,0.981,0.15
35446,7,7,Germany;Frankfurt,15.11.2016,41,0.981,0.15
35447,4,2,Denmark;Copenhagen,15.11.2016,38,0.981,0.15
35448,10,5,Germany;Berlin,15.11.2016,35,0.981,0.15
35449,9,7,Germany;Frankfurt,15.11.2016,30,0.981,0.15
35450,8,5,Germany;Berlin,15.11.2016,25,0.981,0.01
35451,2,4,Germany;Frankfurt,15.11.2016,22,0.981,0.01
35452,7,5,Germany;Berlin,15.11.2016,21,0.981,0.01
35453,10,3,Czech republic;Ostrava,15.11.2016,14,0.981,0.01
35454,3,5,Germany;Berlin,15.11.2016,10,0.981,0
35455,3,6,Germany;Dresden,15.11.2016,5,0.981,0
35456,3,4,Germany;Frankfurt,16.11.2016,142,0.977,0.55
35457,8,7,Germany;Frankfurt,16.11.2016,142,0.977,0.55
35458,7,4,Germany;Frankfurt,16.11.2016,139,0.977,0.55
35459,5,1,Czech republic;Prague,16.11.2016,131,0.977,0.55
35460,1,7,Germany;Frankfurt,16.11.2016,131,0.977,0.55
35461,10,5,Germany;Berlin,16.11.2016,126,0.977,0.55
35462,2,1,Czech republic;Prague,16.11.2016,122,0.977,0.55
35463,1,7,Germany;Frankfurt,16.11.2016,122,0.977,0.55
35464,9,4,Germany;Frankfurt,16.11.2016,122,0.977,0.55
35465,7,1,Czech republic;Prague,16.11.2016,122,0.977,0.55
35466,6,3,Czech republic;Brno,16.11.2016,119,0.977,0.55
35467,10,5,Germany;Berlin,16.11.2016,116,0.977,0.55
35468,8,7,Germany;Frankfurt,16.11.2016,113,0.977,0.55
35469,4,5,Germany;Berlin,16.11.2016,107,0.977,0.55
35470,5,3,Czech republic;Brno,16.11.2016,107,0.977,0.55
35471,3,7,Germany;Frankfurt,16.11.2016,106,0.977,0.55
35472,3,1,Czech republic;Prague,16.11.2016,96,0.977,0.4
35473,10,5,Germany;Berlin,16.11.2016,96,0.977,0.4
35474,9,5,Germany;Berlin,16.11.2016,95,0.977,0.4
35475,9,2,Denmark;Copenhagen,16.11.2016,91,0.977,0.4
35476,8,5,Germany;Berlin,16.11.2016,89,0.977,0.4
35477,10,7,Germany;Frankfurt,16.11.2016,88,0.977,0.4
35478,6,1,Czech republic;Prague,16.11.2016,87,0.977,0.4
35479,4,5,Germany;Berlin,16.11.2016,85,0.977,0.4
35480,6,4,Germany;Frankfurt,16.11.2016,76,0.977,0.4
35481,6,2,Denmark;Copenhagen,16.11.2016,74,0.977,0.15
35482,3,3,Czech republic;Brno,16.11.2016,68,0.977,0.15
35483,2,4,Germany;Frankfurt,16.11.2016,67,0.977,0.15
35484,8,7,Germany;Frankfurt,16.11.2016,66,0.977,0.15
35485,1,1,Czech republic;Prague,16.11.2016,66,0.977,0.15
35486,6,5,Germany;Berlin,16.11.2016,65,0.977,0.15
35487,11,5,Germany;Berlin,16.11.2016,63,0.977,0.15
35488,1,5,Germany;Berlin,16.11.2016,60,0.977,0.15
35489,7,3,Czech republic;Ostrava,16.11.2016,59,0.977,0.15
35490,2,7,Germany;Frankfurt,16.11.2016,57,0.977,0.15
35491,3,5,Germany;Berlin,16.11.2016,55,0.977,0.15
35492,7,7,Germany;Frankfurt,16.11.2016,53,0.977,0.15
35493,5,3,Czech republic;Brno,16.11.2016,51,0.977,0.15
35494,6,3,Czech republic;Brno,16.11.2016,50,0.977,0.15
35495,11,1,Czech republic;Prague,16.11.2016,41,0.977,0.15
35496,11,7,Germany;Frankfurt,16.11.2016,38,0.977,0.15
35497,10,4,Germany;Frankfurt,16.11.2016,38,0.977,0.15
35498,10,7,Germany;Frankfurt,16.11.2016,36,0.977,0.15
35499,6,7,Germany;Frankfurt,16.11.2016,20,0.977,0.01
35500,3,5,Germany;Berlin,16.11.2016,19,0.977,0.01
35501,4,7,Germany;Frankfurt,16.11.2016,14,0.977,0.01
35502,6,6,Germany;Dresden,16.11.2016,8,0.977,0
35503,5,5,Germany;Berlin,17.11.2016,150,0.983,0.55
35504,9,7,Germany;Frankfurt,17.11.2016,147,0.983,0.55
35505,10,4,Germany;Frankfurt,17.11.2016,144,0.983,0.55
35506,2,5,Germany;Berlin,17.11.2016,144,0.983,0.55
35507,9,1,Czech republic;Prague,17.11.2016,142,0.983,0.55
35508,1,4,Germany;Frankfurt,17.11.2016,139,0.983,0.55
35509,2,1,Czech republic;Prague,17.11.2016,135,0.983,0.55
35510,7,1,Czech republic;Prague,17.11.2016,135,0.983,0.55
35511,6,1,Czech republic;Prague,17.11.2016,133,0.983,0.55
35512,10,5,Germany;Berlin,17.11.2016,130,0.983,0.55
35513,7,5,Germany;Berlin,17.11.2016,126,0.983,0.55
35514,2,7,Germany;Frankfurt,17.11.2016,123,0.983,0.55
35515,7,1,Czech republic;Prague,17.11.2016,122,0.983,0.55
35516,2,4,Germany;Frankfurt,17.11.2016,116,0.983,0.55
35517,7,4,Germany;Frankfurt,17.11.2016,113,0.983,0.55
35518,7,5,Germany;Berlin,17.11.2016,111,0.983,0.55
35519,6,7,Germany;Frankfurt,17.11.2016,110,0.983,0.55
35520,7,4,Germany;Frankfurt,17.11.2016,108,0.983,0.55
35521,3,7,Germany;Frankfurt,17.11.2016,104,0.983,0.55
35522,7,7,Germany;Frankfurt,17.11.2016,94,0.983,0.4
35523,2,7,Germany;Frankfurt,17.11.2016,86,0.983,0.4
35524,11,2,Denmark;Copenhagen,17.11.2016,83,0.983,0.4
35525,2,2,Denmark;Copenhagen,17.11.2016,80,0.983,0.4
35526,4,5,Germany;Berlin,17.11.2016,76,0.983,0.4
35527,3,5,Germany;Berlin,17.11.2016,71,0.983,0.15
35528,3,5,Germany;Berlin,17.11.2016,69,0.983,0.15
35529,11,7,Germany;Frankfurt,17.11.2016,66,0.983,0.15
35530,11,5,Germany;Berlin,17.11.2016,63,0.983,0.15
35531,6,7,Germany;Frankfurt,17.11.2016,62,0.983,0.15
35532,1,5,Germany;Berlin,17.11.2016,60,0.983,0.15
35533,2,5,Germany;Berlin,17.11.2016,54,0.983,0.15
35534,11,5,Germany;Berlin,17.11.2016,52,0.983,0.15
35535,2,7,Germany;Frankfurt,17.11.2016,48,0.983,0.15
35536,10,5,Germany;Berlin,17.11.2016,46,0.983,0.15
35537,9,5,Germany;Berlin,17.11.2016,46,0.983,0.15
35538,7,7,Germany;Frankfurt,17.11.2016,36,0.983,0.15
35539,6,1,Czech republic;Prague,17.11.2016,35,0.983,0.15
35540,2,3,Czech republic;Brno,17.11.2016,33,0.983,0.15
35541,8,7,Germany;Frankfurt,17.11.2016,33,0.983,0.15
35542,6,6,Germany;Dresden,17.11.2016,31,0.983,0.15
35543,2,7,Germany;Frankfurt,17.11.2016,24,0.983,0.01
35544,1,1,Czech republic;Prague,17.11.2016,21,0.983,0.01
35545,1,5,Germany;Berlin,17.11.2016,19,0.983,0.01
35546,4,7,Germany;Frankfurt,17.11.2016,19,0.983,0.01
35547,10,3,Czech republic;Ostrava,17.11.2016,17,0.983,0.01
35548,8,6,Germany;Dresden,17.11.2016,11,0.983,0.01
35549,4,5,Germany;Berlin,18.11.2016,149,0.98,0.55
35550,2,2,Denmark;Copenhagen,18.11.2016,149,0.98,0.55
35551,11,6,Germany;Dresden,18.11.2016,139,0.98,0.55
35552,10,6,Germany;Dresden,18.11.2016,138,0.98,0.55
35553,11,2,Denmark;Copenhagen,18.11.2016,136,0.98,0.55
35554,2,6,Germany;Dresden,18.11.2016,135,0.98,0.55
35555,7,7,Germany;Frankfurt,18.11.2016,134,0.98,0.55
35556,8,7,Germany;Frankfurt,18.11.2016,133,0.98,0.55
35557,7,4,Germany;Frankfurt,18.11.2016,133,0.98,0.55
35558,2,5,Germany;Berlin,18.11.2016,123,0.98,0.55
35559,7,7,Germany;Frankfurt,18.11.2016,123,0.98,0.55
35560,5,5,Germany;Berlin,18.11.2016,121,0.98,0.55
35561,4,5,Germany;Berlin,18.11.2016,112,0.98,0.55
35562,2,7,Germany;Frankfurt,18.11.2016,111,0.98,0.55
35563,7,7,Germany;Frankfurt,18.11.2016,110,0.98,0.55
35564,3,2,Denmark;Copenhagen,18.11.2016,106,0.98,0.55
35565,2,5,Germany;Berlin,18.11.2016,103,0.98,0.55
35566,4,1,Czech republic;Prague,18.11.2016,97,0.98,0.4
35567,1,7,Germany;Frankfurt,18.11.2016,96,0.98,0.4
35568,9,3,Czech republic;Ostrava,18.11.2016,84,0.98,0.4
35569,7,1,Czech republic;Prague,18.11.2016,83,0.98,0.4
35570,2,7,Germany;Frankfurt,18.11.2016,81,0.98,0.4
35571,3,5,Germany;Berlin,18.11.2016,78,0.98,0.4
35572,5,7,Germany;Frankfurt,18.11.2016,66,0.98,0.15
35573,1,1,Czech republic;Prague,18.11.2016,66,0.98,0.15
35574,8,5,Germany;Berlin,18.11.2016,64,0.98,0.15
35575,4,7,Germany;Frankfurt,18.11.2016,64,0.98,0.15
35576,4,5,Germany;Berlin,18.11.2016,62,0.98,0.15
35577,11,3,Czech republic;Ostrava,18.11.2016,59,0.98,0.15
35578,6,5,Germany;Berlin,18.11.2016,57,0.98,0.15
35579,11,5,Germany;Berlin,18.11.2016,53,0.98,0.15
35580,4,5,Germany;Berlin,18.11.2016,51,0.98,0.15
35581,1,5,Germany;Berlin,18.11.2016,50,0.98,0.15
35582,7,3,Czech republic;Ostrava,18.11.2016,48,0.98,0.15
35583,7,6,Germany;Dresden,18.11.2016,40,0.98,0.15
35584,2,5,Germany;Berlin,18.11.2016,38,0.98,0.15
35585,11,5,Germany;Berlin,18.11.2016,36,0.98,0.15
35586,11,5,Germany;Berlin,18.11.2016,27,0.98,0.15
35587,5,5,Germany;Berlin,18.11.2016,25,0.98,0.01
35588,1,5,Germany;Berlin,18.11.2016,20,0.98,0.01
35589,1,3,Czech republic;Brno,18.11.2016,19,0.98,0.01
35590,2,2,Denmark;Copenhagen,18.11.2016,16,0.98,0.01
35591,7,5,Germany;Berlin,18.11.2016,15,0.98,0.01
35592,7,5,Germany;Berlin,18.11.2016,13,0.98,0.01
35593,11,3,Czech republic;Ostrava,18.11.2016,8,0.98,0
35594,7,7,Germany;Frankfurt,18.11.2016,8,0.98,0
35595,6,3,Czech republic;Brno,18.11.2016,7,0.98,0
35596,8,1,Czech republic;Prague,18.11.2016,7,0.98,0
35597,2,3,Czech republic;Brno,18.11.2016,6,0.98,0
35598,9,3,Czech republic;Ostrava,18.11.2016,5,0.98,0
35599,9,4,Germany;Frankfurt,18.11.2016,3,0.98,0
35600,6,1,Czech republic;Prague,19.11.2016,150,0.983,0.55
35601,8,2,Denmark;Copenhagen,19.11.2016,150,0.983,0.55
35602,7,5,Germany;Berlin,19.11.2016,146,0.983,0.55
35603,1,7,Germany;Frankfurt,19.11.2016,142,0.983,0.55
35604,6,5,Germany;Berlin,19.11.2016,137,0.983,0.55
35605,4,7,Germany;Frankfurt,19.11.2016,137,0.983,0.55
35606,9,2,Denmark;Copenhagen,19.11.2016,132,0.983,0.55
35607,10,5,Germany;Berlin,19.11.2016,128,0.983,0.55
35608,7,2,Denmark;Copenhagen,19.11.2016,123,0.983,0.55
35609,5,5,Germany;Berlin,19.11.2016,120,0.983,0.55
35610,8,1,Czech republic;Prague,19.11.2016,118,0.983,0.55
35611,6,5,Germany;Berlin,19.11.2016,118,0.983,0.55
35612,11,5,Germany;Berlin,19.11.2016,116,0.983,0.55
35613,10,2,Denmark;Copenhagen,19.11.2016,116,0.983,0.55
35614,1,5,Germany;Berlin,19.11.2016,112,0.983,0.55
35615,5,2,Denmark;Copenhagen,19.11.2016,111,0.983,0.55
35616,5,5,Germany;Berlin,19.11.2016,110,0.983,0.55
35617,10,7,Germany;Frankfurt,19.11.2016,110,0.983,0.55
35618,3,5,Germany;Berlin,19.11.2016,104,0.983,0.55
35619,3,2,Denmark;Copenhagen,19.11.2016,101,0.983,0.55
35620,9,3,Czech republic;Ostrava,19.11.2016,100,0.983,0.55
35621,10,4,Germany;Frankfurt,19.11.2016,100,0.983,0.55
35622,8,4,Germany;Frankfurt,19.11.2016,97,0.983,0.4
35623,4,7,Germany;Frankfurt,19.11.2016,96,0.983,0.4
35624,8,5,Germany;Berlin,19.11.2016,86,0.983,0.4
35625,9,5,Germany;Berlin,19.11.2016,83,0.983,0.4
35626,9,5,Germany;Berlin,19.11.2016,80,0.983,0.4
35627,11,6,Germany;Dresden,19.11.2016,80,0.983,0.4
35628,7,7,Germany;Frankfurt,19.11.2016,79,0.983,0.4
35629,9,4,Germany;Frankfurt,19.11.2016,75,0.983,0.15
35630,4,1,Czech republic;Prague,19.11.2016,69,0.983,0.15
35631,11,3,Czech republic;Ostrava,19.11.2016,65,0.983,0.15
35632,7,5,Germany;Berlin,19.11.2016,63,0.983,0.15
35633,11,5,Germany;Berlin,19.11.2016,63,0.983,0.15
35634,5,5,Germany;Berlin,19.11.2016,60,0.983,0.15
35635,3,5,Germany;Berlin,19.11.2016,54,0.983,0.15
35636,9,1,Czech republic;Prague,19.11.2016,53,0.983,0.15
35637,6,7,Germany;Frankfurt,19.11.2016,53,0.983,0.15
35638,2,2,Denmark;Copenhagen,19.11.2016,52,0.983,0.15
35639,4,7,Germany;Frankfurt,19.11.2016,51,0.983,0.15
35640,4,4,Germany;Frankfurt,19.11.2016,49,0.983,0.15
35641,1,2,Denmark;Copenhagen,19.11.2016,36,0.983,0.15
35642,2,3,Czech republic;Brno,19.11.2016,35,0.983,0.15
35643,3,5,Germany;Berlin,19.11.2016,30,0.983,0.15
35644,8,5,Germany;Berlin,19.11.2016,30,0.983,0.15
35645,10,7,Germany;Frankfurt,19.11.2016,27,0.983,0.15
35646,7,7,Germany;Frankfurt,19.11.2016,26,0.983,0.15
35647,8,7,Germany;Frankfurt,19.11.2016,26,0.983,0.15
35648,8,6,Germany;Dresden,19.11.2016,21,0.983,0.01
35649,7,7,Germany;Frankfurt,19.11.2016,12,0.983,0.01
35650,9,1,Czech republic;Prague,19.11.2016,12,0.983,0.01
35651,7,7,Germany;Frankfurt,19.11.2016,11,0.983,0.01
35652,4,5,Germany;Berlin,19.11.2016,6,0.983,0
35653,7,1,Czech republic;Prague,19.11.2016,4,0.983,0
35654,11,1,Czech republic;Prague,19.11.2016,2,0.983,0
35655,2,5,Germany;Berlin,21.11.2016,150,0.981,0.55
35656,9,7,Germany;Frankfurt,21.11.2016,150,0.981,0.55
35657,3,7,Germany;Frankfurt,21.11.2016,146,0.981,0.55
35658,10,2,Denmark;Copenhagen,21.11.2016,146,0.981,0.55
35659,9,2,Denmark;Copenhagen,21.11.2016,144,0.981,0.55
35660,10,4,Germany;Frankfurt,21.11.2016,141,0.981,0.55
35661,3,5,Germany;Berlin,21.11.2016,140,0.981,0.55
35662,7,5,Germany;Berlin,21.11.2016,139,0.981,0.55
35663,10,1,Czech republic;Prague,21.11.2016,135,0.981,0.55
35664,3,4,Germany;Frankfurt,21.11.2016,135,0.981,0.55
35665,1,2,Denmark;Copenhagen,21.11.2016,130,0.981,0.55
35666,9,2,Denmark;Copenhagen,21.11.2016,128,0.981,0.55
35667,5,5,Germany;Berlin,21.11.2016,127,0.981,0.55
35668,7,7,Germany;Frankfurt,21.11.2016,126,0.981,0.55
35669,3,6,Germany;Dresden,21.11.2016,126,0.981,0.55
35670,6,3,Czech republic;Brno,21.11.2016,125,0.981,0.55
35671,7,5,Germany;Berlin,21.11.2016,122,0.981,0.55
35672,3,2,Denmark;Copenhagen,21.11.2016,122,0.981,0.55
35673,3,7,Germany;Frankfurt,21.11.2016,118,0.981,0.55
35674,6,5,Germany;Berlin,21.11.2016,118,0.981,0.55
35675,10,5,Germany;Berlin,21.11.2016,117,0.981,0.55
35676,2,2,Denmark;Copenhagen,21.11.2016,117,0.981,0.55
35677,6,5,Germany;Berlin,21.11.2016,115,0.981,0.55
35678,3,7,Germany;Frankfurt,21.11.2016,101,0.981,0.55
35679,10,2,Denmark;Copenhagen,21.11.2016,100,0.981,0.55
35680,7,5,Germany;Berlin,21.11.2016,100,0.981,0.55
35681,7,5,Germany;Berlin,21.11.2016,99,0.981,0.4
35682,5,7,Germany;Frankfurt,21.11.2016,94,0.981,0.4
35683,7,7,Germany;Frankfurt,21.11.2016,85,0.981,0.4
35684,5,7,Germany;Frankfurt,21.11.2016,83,0.981,0.4
35685,9,3,Czech republic;Ostrava,21.11.2016,81,0.981,0.4
35686,7,5,Germany;Berlin,21.11.2016,75,0.981,0.15
35687,1,2,Denmark;Copenhagen,21.11.2016,68,0.981,0.15
35688,4,7,Germany;Frankfurt,21.11.2016,67,0.981,0.15
35689,5,6,Germany;Dresden,21.11.2016,67,0.981,0.15
35690,10,3,Czech republic;Ostrava,21.11.2016,67,0.981,0.15
35691,3,1,Czech republic;Prague,21.11.2016,65,0.981,0.15
35692,8,5,Germany;Berlin,21.11.2016,63,0.981,0.15
35693,5,6,Germany;Dresden,21.11.2016,59,0.981,0.15
35694,9,7,Germany;Frankfurt,21.11.2016,49,0.981,0.15
35695,1,5,Germany;Berlin,21.11.2016,47,0.981,0.15
35696,4,5,Germany;Berlin,21.11.2016,47,0.981,0.15
35697,4,2,Denmark;Copenhagen,21.11.2016,44,0.981,0.15
35698,9,5,Germany;Berlin,21.11.2016,44,0.981,0.15
35699,11,7,Germany;Frankfurt,21.11.2016,44,0.981,0.15
35700,10,7,Germany;Frankfurt,21.11.2016,43,0.981,0.15
35701,4,3,Czech republic;Brno,21.11.2016,39,0.981,0.15
35702,11,7,Germany;Frankfurt,21.11.2016,38,0.981,0.15
35703,11,6,Germany;Dresden,21.11.2016,34,0.981,0.15
35704,4,3,Czech republic;Brno,21.11.2016,32,0.981,0.15
35705,4,5,Germany;Berlin,21.11.2016,30,0.981,0.15
35706,11,3,Czech republic;Ostrava,21.11.2016,25,0.981,0.01
35707,4,7,Germany;Frankfurt,21.11.2016,24,0.981,0.01
35708,3,5,Germany;Berlin,21.11.2016,24,0.981,0.01
35709,8,7,Germany;Frankfurt,22.11.2016,147,0.982,0.55
35710,5,1,Czech republic;Prague,22.11.2016,131,0.982,0.55
35711,6,5,Germany;Berlin,22.11.2016,125,0.982,0.55
35712,10,7,Germany;Frankfurt,22.11.2016,123,0.982,0.55
35713,5,3,Czech republic;Brno,22.11.2016,116,0.982,0.55
35714,6,5,Germany;Berlin,22.11.2016,107,0.982,0.55
35715,3,6,Germany;Dresden,22.11.2016,104,0.982,0.55
35716,7,1,Czech republic;Prague,22.11.2016,99,0.982,0.4
35717,10,1,Czech republic;Prague,22.11.2016,91,0.982,0.4
35718,2,5,Germany;Berlin,22.11.2016,91,0.982,0.4
35719,2,1,Czech republic;Prague,22.11.2016,86,0.982,0.4
35720,4,2,Denmark;Copenhagen,22.11.2016,85,0.982,0.4
35721,7,4,Germany;Frankfurt,22.11.2016,84,0.982,0.4
35722,8,7,Germany;Frankfurt,22.11.2016,81,0.982,0.4
35723,2,4,Germany;Frankfurt,22.11.2016,75,0.982,0.15
35724,6,7,Germany;Frankfurt,22.11.2016,73,0.982,0.15
35725,1,5,Germany;Berlin,22.11.2016,72,0.982,0.15
35726,2,1,Czech republic;Prague,22.11.2016,72,0.982,0.15
35727,5,1,Czech republic;Prague,22.11.2016,69,0.982,0.15
35728,1,7,Germany;Frankfurt,22.11.2016,68,0.982,0.15
35729,10,5,Germany;Berlin,22.11.2016,62,0.982,0.15
35730,3,3,Czech republic;Brno,22.11.2016,61,0.982,0.15
35731,5,3,Czech republic;Brno,22.11.2016,61,0.982,0.15
35732,1,4,Germany;Frankfurt,22.11.2016,59,0.982,0.15
35733,6,5,Germany;Berlin,22.11.2016,57,0.982,0.15
35734,7,5,Germany;Berlin,22.11.2016,55,0.982,0.15
35735,1,5,Germany;Berlin,22.11.2016,53,0.982,0.15
35736,7,5,Germany;Berlin,22.11.2016,47,0.982,0.15
35737,8,7,Germany;Frankfurt,22.11.2016,42,0.982,0.15
35738,2,1,Czech republic;Prague,22.11.2016,39,0.982,0.15
35739,6,7,Germany;Frankfurt,22.11.2016,39,0.982,0.15
35740,4,7,Germany;Frankfurt,22.11.2016,36,0.982,0.15
35741,11,7,Germany;Frankfurt,22.11.2016,33,0.982,0.15
35742,4,2,Denmark;Copenhagen,22.11.2016,21,0.982,0.01
35743,3,3,Czech republic;Brno,22.11.2016,16,0.982,0.01
35744,4,6,Germany;Dresden,22.11.2016,14,0.982,0.01
35745,7,3,Czech republic;Ostrava,22.11.2016,11,0.982,0.01
35746,11,5,Germany;Berlin,22.11.2016,4,0.982,0
35747,3,7,Germany;Frankfurt,23.11.2016,149,0.987,0.55
35748,1,3,Czech republic;Brno,23.11.2016,147,0.987,0.55
35749,5,5,Germany;Berlin,23.11.2016,138,0.987,0.55
35750,6,4,Germany;Frankfurt,23.11.2016,133,0.987,0.55
35751,6,2,Denmark;Copenhagen,23.11.2016,121,0.987,0.55
35752,4,2,Denmark;Copenhagen,23.11.2016,120,0.987,0.55
35753,5,7,Germany;Frankfurt,23.11.2016,117,0.987,0.55
35754,10,4,Germany;Frankfurt,23.11.2016,116,0.987,0.55
35755,1,6,Germany;Dresden,23.11.2016,111,0.987,0.55
35756,6,7,Germany;Frankfurt,23.11.2016,110,0.987,0.55
35757,8,5,Germany;Berlin,23.11.2016,105,0.987,0.55
35758,10,1,Czech republic;Prague,23.11.2016,101,0.987,0.55
35759,3,2,Denmark;Copenhagen,23.11.2016,99,0.987,0.4
35760,11,3,Czech republic;Ostrava,23.11.2016,99,0.987,0.4
35761,10,5,Germany;Berlin,23.11.2016,96,0.987,0.4
35762,3,4,Germany;Frankfurt,23.11.2016,96,0.987,0.4
35763,6,2,Denmark;Copenhagen,23.11.2016,95,0.987,0.4
35764,11,6,Germany;Dresden,23.11.2016,95,0.987,0.4
35765,5,4,Germany;Frankfurt,23.11.2016,94,0.987,0.4
35766,2,2,Denmark;Copenhagen,23.11.2016,89,0.987,0.4
35767,11,3,Czech republic;Ostrava,23.11.2016,85,0.987,0.4
35768,4,1,Czech republic;Prague,23.11.2016,81,0.987,0.4
35769,9,7,Germany;Frankfurt,23.11.2016,78,0.987,0.4
35770,4,3,Czech republic;Brno,23.11.2016,74,0.987,0.15
35771,6,1,Czech republic;Prague,23.11.2016,68,0.987,0.15
35772,7,7,Germany;Frankfurt,23.11.2016,66,0.987,0.15
35773,4,2,Denmark;Copenhagen,23.11.2016,55,0.987,0.15
35774,2,7,Germany;Frankfurt,23.11.2016,52,0.987,0.15
35775,10,7,Germany;Frankfurt,23.11.2016,51,0.987,0.15
35776,1,5,Germany;Berlin,23.11.2016,45,0.987,0.15
35777,3,5,Germany;Berlin,23.11.2016,45,0.987,0.15
35778,4,6,Germany;Dresden,23.11.2016,43,0.987,0.15
35779,8,7,Germany;Frankfurt,23.11.2016,40,0.987,0.15
35780,7,5,Germany;Berlin,23.11.2016,35,0.987,0.15
35781,1,7,Germany;Frankfurt,23.11.2016,34,0.987,0.15
35782,8,2,Denmark;Copenhagen,23.11.2016,33,0.987,0.15
35783,8,5,Germany;Berlin,23.11.2016,32,0.987,0.15
35784,6,4,Germany;Frankfurt,23.11.2016,29,0.987,0.15
35785,7,5,Germany;Berlin,23.11.2016,29,0.987,0.15
35786,8,7,Germany;Frankfurt,23.11.2016,22,0.987,0.01
35787,1,5,Germany;Berlin,23.11.2016,22,0.987,0.01
35788,8,4,Germany;Frankfurt,23.11.2016,21,0.987,0.01
35789,2,4,Germany;Frankfurt,23.11.2016,21,0.987,0.01
35790,11,7,Germany;Frankfurt,23.11.2016,15,0.987,0.01
35791,9,4,Germany;Frankfurt,23.11.2016,15,0.987,0.01
35792,1,7,Germany;Frankfurt,23.11.2016,9,0.987,0
35793,8,5,Germany;Berlin,29.11.2016,148,0.984,0.55
35794,2,3,Czech republic;Brno,29.11.2016,144,0.984,0.55
35795,8,5,Germany;Berlin,29.11.2016,139,0.984,0.55
35796,8,7,Germany;Frankfurt,29.11.2016,135,0.984,0.55
35797,9,5,Germany;Berlin,29.11.2016,135,0.984,0.55
35798,8,5,Germany;Berlin,29.11.2016,129,0.984,0.55
